,country_code,num_confirmed_interference,num_anomaly,num_no_confirmed_interference,strict_rate,loose_rate
0,,101,237,2858,0.0341331530922609,0.08009462656302806
1,UZ,0,338,14608,0.0,0.02313800657174151
2,CH,0,25126,905711,0.0,0.027741741018934295
3,LA,0,0,916,0.0,0.0
4,PW,0,0,40,0.0,0.0
5,LB,0,13329,68724,0.0,0.19394971189104243
6,MF,0,0,24,0.0,0.0
7,GU,0,8,476,0.0,0.01680672268907563
8,BF,0,23,2388,0.0,0.009631490787269681
9,BA,0,21,2296,0.0,0.009146341463414634
10,SL,0,8,613,0.0,0.013050570962479609
11,MV,0,193,12008,0.0,0.016072618254497004
12,EG,0,206090,895954,0.0,0.23002296992925977
13,CM,0,663,62424,0.0,0.010620915032679739
14,AX,0,2,122,0.0,0.01639344262295082
15,UY,0,36,5250,0.0,0.006857142857142857
16,KI,0,0,26,0.0,0.0
17,MY,7828,54640,1531126,0.005086571788370542,0.03550463496634727
18,SY,0,136,22990,0.0,0.005915615484993475
19,GN,0,4,1275,0.0,0.003137254901960784
20,BM,0,0,9,0.0,0.0
21,ML,0,6854,488651,0.0,0.014026370558946979
22,GL,0,0,5,0.0,0.0
23,IN,2812,318528,2022602,0.0013883581332014097,0.1572656256943025
24,HK,0,4705,283368,0.0,0.016603850822958132
25,TC,0,0,17,0.0,0.0
26,MQ,0,5,281,0.0,0.017793594306049824
27,MW,0,6,343,0.0,0.01749271137026239
28,NZ,0,455,34431,0.0,0.013214835468037525
29,BI,0,3369,46707,0.0,0.07213051576851436
30,MN,0,3,813,0.0,0.0036900369003690036
31,JM,0,124,9483,0.0,0.013076030791943478
32,NE,0,6,2070,0.0,0.002898550724637681
33,IT,228,127339,1533298,0.0001486769705893477,0.08303674016612696
34,SK,0,5932,34498,0.0,0.17195199721722998
35,IM,0,6,416,0.0,0.014423076923076924
36,LI,0,3,188,0.0,0.015957446808510637
37,NO,46,130628,686865,6.696646290421903e-05,0.19016728513592007
38,BH,0,88,1413,0.0,0.06227883934890304
39,AL,0,230,10919,0.0,0.021064200018316697
40,CA,0,229369,2655563,0.0,0.08637302146475154
41,KZ,0,2045,38822,0.0,0.05267631755190356
42,DM,0,2,144,0.0,0.013888888888888888
43,PH,0,3240,176699,0.0,0.01833626675872529
44,LR,0,240,1781,0.0,0.13475575519371139
45,PE,0,57,11827,0.0,0.004819480848905048
46,ZM,0,8442,251830,0.0,0.033522614462137154
47,SA,3632,6037,48798,0.06927331680335685,0.11514400152584399
48,YT,0,0,84,0.0,0.0
49,FR,0,175161,2155673,0.0,0.08125583054572748
50,AP,0,22,2102,0.0,0.010466222645099905
51,ER,0,0,1,0.0,0.0
52,IQ,0,2998,81359,0.0,0.03684902715126784
53,OM,0,340,7744,0.0,0.04390495867768595
54,VU,0,1,27,0.0,0.037037037037037035
55,KE,0,8369,492944,0.0,0.016977587717874647
56,IE,0,96728,5288820,0.0,0.01828914578299129
57,PA,0,122,4809,0.0,0.025369099604907464
58,DZ,0,18187,124814,0.0,0.14571282067716762
59,GT,0,50,3846,0.0,0.013000520020800831
60,AS,0,0,21,0.0,0.0
61,AE,1475,3855,52330,0.027413809125545953,0.07164761639252858
62,AT,0,16084,876854,0.0,0.01834284841033969
63,HN,0,25,3540,0.0,0.007062146892655367
64,TT,0,15,1427,0.0,0.01051156271899089
65,ZA,0,6454,310025,0.0,0.02081767599387146
66,LY,0,92,10876,0.0,0.008458992276572269
67,BJ,0,1,1556,0.0,0.0006426735218508997
68,GD,0,0,66,0.0,0.0
69,CY,0,2609,249084,0.0,0.010474378121436945
70,AR,0,5471,447934,0.0,0.012213852933691123
71,EU,0,535,24149,0.0,0.02215412646486397
72,ST,0,0,292,0.0,0.0
73,JE,0,145,9211,0.0,0.01574204755184019
74,BR,0,41520,2541684,0.0,0.0163356263013026
75,TZ,0,175,7558,0.0,0.02315427361735909
76,BT,0,0,173,0.0,0.0
77,MP,0,0,4,0.0,0.0
78,MD,0,190,8307,0.0,0.022872276393403154
79,PK,0,171830,1636593,0.0,0.10499250577266309
80,SX,0,0,57,0.0,0.0
81,VI,0,0,259,0.0,0.0
82,GA,0,6,2232,0.0,0.002688172043010753
83,CF,0,0,98,0.0,0.0
84,BD,0,640,22474,0.0,0.028477351606300615
85,GG,0,0,13,0.0,0.0
86,LT,0,87,5139,0.0,0.016929363689433742
87,PM,0,0,5,0.0,0.0
88,NR,0,0,2,0.0,0.0
89,CL,0,88883,394615,0.0,0.22523979068205718
90,TV,0,0,6,0.0,0.0
91,CR,0,91,4647,0.0,0.01958252636109318
92,KN,0,2,14,0.0,0.14285714285714285
93,AO,0,10,4730,0.0,0.0021141649048625794
94,LC,0,2,122,0.0,0.01639344262295082
95,LU,0,2349,231928,0.0,0.010128143216860406
96,PF,0,4,540,0.0,0.007407407407407408
97,FI,0,7989,637862,0.0,0.012524652667818431
98,DE,0,203303,5575133,0.0,0.03646603587752974
99,CO,0,2467,46602,0.0,0.052937642161280635
100,JP,0,1289,62262,0.0,0.020702836401015064
101,RW,0,62,949,0.0,0.06533192834562697
102,GR,9715,26467,983023,0.00978606641430065,0.026660609345063854
103,UG,0,20371,720621,0.0,0.028268673824382026
104,ME,0,0,420,0.0,0.0
105,TN,0,157,31408,0.0,0.0049987264391237905
106,SD,6,1290,41616,0.00014415453366008361,0.030993224736917978
107,NP,0,2120,105480,0.0,0.020098596890405763
108,MZ,0,11,6860,0.0,0.0016034985422740526
109,MK,0,82,5746,0.0,0.01427079707622694
110,LV,0,71,3819,0.0,0.018591254255040587
111,TJ,0,2,2798,0.0,0.0007147962830593281
112,AD,0,1,129,0.0,0.007751937984496124
113,BB,0,1,289,0.0,0.0034602076124567475
114,ES,0,17402,819175,0.0,0.021243324076052127
115,AW,0,1,362,0.0,0.0027624309392265192
116,WF,0,0,12,0.0,0.0
117,NG,0,263,7447,0.0,0.035316234725392776
118,HT,0,36,2520,0.0,0.014285714285714285
119,MX,0,17654,733529,0.0,0.02406721479314383
120,AG,0,0,333,0.0,0.0
121,SB,0,1,62,0.0,0.016129032258064516
122,TM,0,928,11212,0.0,0.08276846236175527
123,KM,0,0,367,0.0,0.0
124,TH,0,37365,652730,0.0,0.05724418978750785
125,CN,0,8587,94804,0.0,0.0905763469895785
126,ET,0,3602,84280,0.0,0.04273849074513526
127,RE,0,7213,49510,0.0,0.14568773985053524
128,WS,0,0,12,0.0,0.0
129,GB,768,179065,2728311,0.0002814136197596332,0.06561371070606604
130,EC,0,1313,88627,0.0,0.014814898394394484
131,IS,0,127,1959,0.0,0.06482899438489025
132,IL,0,416,18903,0.0,0.022007088821880124
133,VC,0,0,56,0.0,0.0
134,SO,0,3,3091,0.0,0.0009705596894208993
135,JO,0,4021,176513,0.0,0.022780191827230855
136,GI,0,4,173,0.0,0.023121387283236993
137,ZZ,0,259382,3611734,0.0,0.07181647374917421
138,TW,0,21510,930024,0.0,0.023128435395215606
139,SI,0,408,15318,0.0,0.026635330983157072
140,UA,0,15883,319503,0.0,0.049711583302817185
141,TO,0,0,17,0.0,0.0
142,CZ,0,9325,138608,0.0,0.06727605910192774
143,DO,0,4065,93197,0.0,0.04361728381814865
144,KW,0,3685,18605,0.0,0.19806503628056973
145,TR,0,7641,212259,0.0,0.03599847356295846
146,GY,0,1,759,0.0,0.0013175230566534915
147,KR,12009,103416,1392589,0.00854977723163496,0.07362676011214597
148,RS,0,930,36206,0.0,0.025686350328674806
149,MC,0,1,49,0.0,0.02040816326530612
150,BS,0,12,1477,0.0,0.008124576844955992
151,BN,0,3,1349,0.0,0.002223869532987398
152,VN,0,415,16197,0.0,0.025622028770760016
153,SV,0,24,2562,0.0,0.00936768149882904
154,CI,0,31,5113,0.0,0.006062976725992568
155,NA,0,4,857,0.0,0.004667444574095682
156,BW,0,4,410,0.0,0.00975609756097561
157,CU,0,18,10147,0.0,0.0017739233270917512
158,KY,0,0,41,0.0,0.0
159,QA,1,184,6587,0.00015179113539769276,0.02792956891317547
160,SS,0,60,672,0.0,0.08928571428571429
161,BY,0,14670,626837,0.0,0.02340321327554053
162,GE,0,73,5149,0.0,0.014177510196154593
163,SZ,0,1,58,0.0,0.017241379310344827
164,MH,0,1,24,0.0,0.041666666666666664
165,MM,0,56,4295,0.0,0.013038416763678696
166,CV,0,0,767,0.0,0.0
167,MA,0,3205,181725,0.0,0.017636538726097124
168,KG,0,793,37570,0.0,0.02110726643598616
169,HR,0,942,67532,0.0,0.013948942723449624
170,KH,0,14902,343858,0.0,0.043337656823456194
171,VE,0,44031,381743,0.0,0.11534199710276286
172,AF,0,63,4233,0.0,0.014883061658398299
173,FM,0,0,35,0.0,0.0
174,AM,0,666,49611,0.0,0.013424442160004837
175,AZ,0,154,19489,0.0,0.007901893375750424
176,GW,0,3,760,0.0,0.003947368421052632
177,PY,0,26,4294,0.0,0.006054960409874243
178,MT,0,10,799,0.0,0.012515644555694618
179,AU,0,20225,674521,0.0,0.02998424066856332
180,MR,0,5,2407,0.0,0.002077274615704196
181,BE,206,5399,126546,0.0016252209038121687,0.042594988639232514
182,DJ,0,5,8775,0.0,0.0005698005698005698
183,CG,0,10,690,0.0,0.014492753623188406
184,CW,0,162,3935,0.0,0.04116899618805591
185,NC,0,2,141,0.0,0.014184397163120567
186,NL,0,50825,1522647,0.0,0.03337937158120037
187,RU,1083929,3873448,31825961,0.03293626930992477,0.1176986006334266
188,TG,0,2,1893,0.0,0.0010565240359218173
189,GH,0,26,1823,0.0,0.01426220515633571
190,SG,0,17581,126489,0.0,0.13899232344314524
191,LK,0,1311,120785,0.0,0.010853996771122242
192,MU,0,837,55137,0.0,0.01518036889928723
193,MO,0,5,406,0.0,0.012315270935960592
194,DK,25,11460,276097,9.053968897806042e-05,0.041503393427542896
195,NI,0,133,8169,0.0,0.016281062553556127
196,GP,0,2,575,0.0,0.0034782608695652175
197,YE,0,209,13135,0.0,0.015911686334221544
198,GQ,0,0,197,0.0,0.0
199,BG,0,1033,48339,0.0,0.021369908355572106
200,FJ,0,183,1664,0.0,0.10997596153846154
201,GM,0,1,277,0.0,0.0036101083032490976
202,VG,0,0,34,0.0,0.0
203,SN,0,31,5979,0.0,0.005184813513965546
204,US,0,1231743,19616395,0.0,0.06279150679826746
205,TD,0,97,1598,0.0,0.0607008760951189
206,MG,0,2,1114,0.0,0.0017953321364452424
207,AI,0,0,10,0.0,0.0
208,CD,0,25,1683,0.0,0.014854426619132501
209,IR,208941,393264,928871,0.18363402741401919,0.34563179154377
210,PR,0,56,5355,0.0,0.01045751633986928
211,PL,0,65627,204316,0.0,0.3212034299810098
212,PT,324,6472,105004,0.003076105119246544,0.06144614917210998
213,EE,0,712,36235,0.0,0.019649510142127777
214,TL,0,1,180,0.0,0.005555555555555556
215,BQ,0,0,12,0.0,0.0
216,PS,0,60,3633,0.0,0.016515276630883566
217,HU,0,435,22116,0.0,0.019669017905588716
218,SE,0,33527,1038522,0.0,0.032283379649155244
219,ZW,0,11516,253624,0.0,0.04540579755859067
220,SC,0,198,1634,0.0,0.1211750305997552
221,RO,4886,18266,539087,0.008982063448002014,0.033578872480803275
222,LS,0,1288,73540,0.0,0.01751427794397607
223,PG,0,2,424,0.0,0.0047169811320754715
224,BZ,0,3,548,0.0,0.005474452554744526
225,GF,0,0,113,0.0,0.0
226,FO,0,0,73,0.0,0.0
227,BO,0,59750,106701,0.0,0.5599760077225143
228,ID,0,19679,281946,0.0,0.0697970533364545
229,SR,0,24,621,0.0,0.03864734299516908
